2.344 1029.609 matmult_mkn 0
9.375 3097.636 matmult_mkn 0
58.594 4731.339 matmult_mkn 0
234.375 4637.379 matmult_mkn 0
337.500 4610.104 matmult_mkn 0
527.344 4704.964 matmult_mkn 0
937.500 4514.397 matmult_mkn 0
3750.000 4827.253 matmult_mkn 0
15000.000 4747.701 matmult_mkn 0
39609.375 4678.001 matmult_mkn 0
52734.375 4678.808 matmult_mkn 0
93750.000 3732.071 matmult_mkn 0
210937.500 2391.453 matmult_mkn 0
585937.500 2384.776 matmult_mkn 0
2.344 1157.530 matmult_lib 0
9.375 3015.021 matmult_lib 0
58.594 3810.717 matmult_lib 0
234.375 5077.316 matmult_lib 0
337.500 7206.753 matmult_lib 0
527.344 6109.287 matmult_lib 0
937.500 6887.588 matmult_lib 0
3750.000 8055.155 matmult_lib 0
15000.000 8148.836 matmult_lib 0
39609.375 8247.601 matmult_lib 0
52734.375 8099.014 matmult_lib 0
93750.000 8184.156 matmult_lib 0
210937.500 8280.120 matmult_lib 0
585937.500 8360.979 matmult_lib 0
2.344 1004.732 matmult_blk 40
2.344 1002.416 matmult_blk 70
2.344 1003.759 matmult_blk 100
2.344 1005.506 matmult_blk 160
2.344 1003.831 matmult_blk 200
2.344 1003.587 matmult_blk 300
9.375 3041.367 matmult_blk 40
9.375 3033.971 matmult_blk 70
9.375 3022.861 matmult_blk 100
9.375 3033.279 matmult_blk 160
9.375 3032.809 matmult_blk 200
9.375 3024.697 matmult_blk 300
58.594 3580.425 matmult_blk 40
58.594 4683.558 matmult_blk 70
58.594 4682.427 matmult_blk 100
58.594 4681.403 matmult_blk 160
58.594 4683.223 matmult_blk 200
58.594 4678.739 matmult_blk 300
234.375 4268.237 matmult_blk 40
234.375 4324.606 matmult_blk 70
234.375 4643.576 matmult_blk 100
234.375 4617.392 matmult_blk 160
234.375 4620.822 matmult_blk 200
234.375 4628.679 matmult_blk 300
337.500 4423.894 matmult_blk 40
337.500 4464.142 matmult_blk 70
337.500 4521.386 matmult_blk 100
337.500 4498.232 matmult_blk 160
337.500 4581.345 matmult_blk 200
337.500 4569.404 matmult_blk 300
527.344 4326.071 matmult_blk 40
527.344 4102.229 matmult_blk 70
527.344 4476.242 matmult_blk 100
527.344 4620.165 matmult_blk 160
527.344 4514.891 matmult_blk 200
527.344 4733.448 matmult_blk 300
937.500 4426.801 matmult_blk 40
937.500 4237.196 matmult_blk 70
937.500 4394.116 matmult_blk 100
937.500 4574.048 matmult_blk 160
937.500 4529.243 matmult_blk 200
937.500 4544.689 matmult_blk 300
3750.000 4405.991 matmult_blk 40
3750.000 4429.725 matmult_blk 70
3750.000 4385.982 matmult_blk 100
3750.000 4016.816 matmult_blk 160
3750.000 3886.447 matmult_blk 200
3750.000 4019.956 matmult_blk 300
15000.000 4409.886 matmult_blk 40
15000.000 4366.195 matmult_blk 70
15000.000 4515.233 matmult_blk 100
15000.000 3743.762 matmult_blk 160
15000.000 3849.992 matmult_blk 200
15000.000 4010.475 matmult_blk 300
39609.375 4363.901 matmult_blk 40
39609.375 4381.881 matmult_blk 70
39609.375 4572.090 matmult_blk 100
39609.375 3731.317 matmult_blk 160
39609.375 3874.600 matmult_blk 200
39609.375 3978.723 matmult_blk 300
52734.375 4360.592 matmult_blk 40
52734.375 4393.007 matmult_blk 70
52734.375 4591.892 matmult_blk 100
52734.375 3767.931 matmult_blk 160
52734.375 3883.722 matmult_blk 200
52734.375 4090.512 matmult_blk 300
93750.000 4204.217 matmult_blk 40
93750.000 4329.564 matmult_blk 70
93750.000 4553.630 matmult_blk 100
93750.000 3819.808 matmult_blk 160
93750.000 3845.889 matmult_blk 200
93750.000 4064.716 matmult_blk 300
210937.500 4082.036 matmult_blk 40
210937.500 4299.267 matmult_blk 70
210937.500 4554.562 matmult_blk 100
210937.500 3784.726 matmult_blk 160
210937.500 3856.937 matmult_blk 200
210937.500 4071.494 matmult_blk 300
585937.500 4086.303 matmult_blk 40
585937.500 4307.708 matmult_blk 70
585937.500 4565.858 matmult_blk 100
585937.500 3763.903 matmult_blk 160
585937.500 3862.789 matmult_blk 200
585937.500 4078.893 matmult_blk 300
