     234.375  37808.602 # matmult_blk_offload blk_offload 100 5000,32
     234.375  37857.784 # matmult_blk_offload blk_offload 100 5000,64
     234.375  37717.130 # matmult_blk_offload blk_offload 100 5000,128
     234.375  37846.223 # matmult_blk_offload blk_offload 100 15000,32
     234.375  37908.071 # matmult_blk_offload blk_offload 100 15000,64
     234.375  37876.311 # matmult_blk_offload blk_offload 100 15000,128
     234.375  37732.251 # matmult_blk_offload blk_offload 100 20000,32
     234.375  37725.105 # matmult_blk_offload blk_offload 100 20000,64
     234.375  37869.205 # matmult_blk_offload blk_offload 100 20000,128
     937.500 207417.825 # matmult_blk_offload blk_offload 200 5000,32
     937.500 208416.113 # matmult_blk_offload blk_offload 200 5000,64
     937.500 193922.544 # matmult_blk_offload blk_offload 200 5000,128
     937.500 208179.449 # matmult_blk_offload blk_offload 200 15000,32
     937.500 204932.298 # matmult_blk_offload blk_offload 200 15000,64
     937.500 196465.591 # matmult_blk_offload blk_offload 200 15000,128
     937.500 208092.938 # matmult_blk_offload blk_offload 200 20000,32
     937.500 204786.529 # matmult_blk_offload blk_offload 200 20000,64
     937.500 194165.413 # matmult_blk_offload blk_offload 200 20000,128
    5859.375 962790.593 # matmult_blk_offload blk_offload 500 5000,32
    5859.375 966625.051 # matmult_blk_offload blk_offload 500 5000,64
    5859.375 948525.740 # matmult_blk_offload blk_offload 500 5000,128
    5859.375 959860.938 # matmult_blk_offload blk_offload 500 15000,32
    5859.375 958268.760 # matmult_blk_offload blk_offload 500 15000,64
    5859.375 946227.266 # matmult_blk_offload blk_offload 500 15000,128
    5859.375 970950.424 # matmult_blk_offload blk_offload 500 20000,32
    5859.375 962760.110 # matmult_blk_offload blk_offload 500 20000,64
    5859.375 947323.179 # matmult_blk_offload blk_offload 500 20000,128
   23437.500 1942665.596 # matmult_blk_offload blk_offload 1000 5000,32
   23437.500 1970881.242 # matmult_blk_offload blk_offload 1000 5000,64
   23437.500 1956855.758 # matmult_blk_offload blk_offload 1000 5000,128
   23437.500 1940880.366 # matmult_blk_offload blk_offload 1000 15000,32
   23437.500 1955774.984 # matmult_blk_offload blk_offload 1000 15000,64
   23437.500 1946324.661 # matmult_blk_offload blk_offload 1000 15000,128
   23437.500 1933617.744 # matmult_blk_offload blk_offload 1000 20000,32
   23437.500 1958280.770 # matmult_blk_offload blk_offload 1000 20000,64
   23437.500 1946865.341 # matmult_blk_offload blk_offload 1000 20000,128
   93750.000 2482957.841 # matmult_blk_offload blk_offload 2000 5000,32
   93750.000 2670351.381 # matmult_blk_offload blk_offload 2000 5000,64
   93750.000 2665180.245 # matmult_blk_offload blk_offload 2000 5000,128
   93750.000 2672699.641 # matmult_blk_offload blk_offload 2000 15000,32
   93750.000 2676840.655 # matmult_blk_offload blk_offload 2000 15000,64
   93750.000 2668739.559 # matmult_blk_offload blk_offload 2000 15000,128
   93750.000 2679048.918 # matmult_blk_offload blk_offload 2000 20000,32
   93750.000 2677896.309 # matmult_blk_offload blk_offload 2000 20000,64
   93750.000 2664937.053 # matmult_blk_offload blk_offload 2000 20000,128
  585937.500 3187965.239 # matmult_blk_offload blk_offload 5000 5000,32
  585937.500 3255926.760 # matmult_blk_offload blk_offload 5000 5000,64
  585937.500 3423534.047 # matmult_blk_offload blk_offload 5000 5000,128
  585937.500 3204972.121 # matmult_blk_offload blk_offload 5000 15000,32
  585937.500 3366659.256 # matmult_blk_offload blk_offload 5000 15000,64
  585937.500 3422963.751 # matmult_blk_offload blk_offload 5000 15000,128
  585937.500 3438274.788 # matmult_blk_offload blk_offload 5000 20000,32
  585937.500 3429674.348 # matmult_blk_offload blk_offload 5000 20000,64
  585937.500 3421080.087 # matmult_blk_offload blk_offload 5000 20000,128
