     234.375  11321.031 # matmult_blk_offload blk_offload 100 256,32
     234.375  11319.686 # matmult_blk_offload blk_offload 100 256,64
     234.375  11251.602 # matmult_blk_offload blk_offload 100 256,128
     234.375  11341.321 # matmult_blk_offload blk_offload 100 512,32
     234.375  11317.509 # matmult_blk_offload blk_offload 100 512,64
     234.375  11254.830 # matmult_blk_offload blk_offload 100 512,128
     234.375  11329.818 # matmult_blk_offload blk_offload 100 1024,32
     234.375  11356.723 # matmult_blk_offload blk_offload 100 1024,64
     234.375  11203.350 # matmult_blk_offload blk_offload 100 1024,128
     937.500  49483.725 # matmult_blk_offload blk_offload 200 256,32
     937.500  49254.970 # matmult_blk_offload blk_offload 200 256,64
     937.500  48907.971 # matmult_blk_offload blk_offload 200 256,128
     937.500  49507.119 # matmult_blk_offload blk_offload 200 512,32
     937.500  49415.633 # matmult_blk_offload blk_offload 200 512,64
     937.500  48839.050 # matmult_blk_offload blk_offload 200 512,128
     937.500  49772.099 # matmult_blk_offload blk_offload 200 1024,32
     937.500  49400.673 # matmult_blk_offload blk_offload 200 1024,64
     937.500  48824.760 # matmult_blk_offload blk_offload 200 1024,128
    5859.375 271869.801 # matmult_blk_offload blk_offload 500 256,32
    5859.375 203905.237 # matmult_blk_offload blk_offload 500 256,64
    5859.375 194535.144 # matmult_blk_offload blk_offload 500 256,128
    5859.375 204401.394 # matmult_blk_offload blk_offload 500 512,32
    5859.375 204051.287 # matmult_blk_offload blk_offload 500 512,64
    5859.375 196596.144 # matmult_blk_offload blk_offload 500 512,128
    5859.375 206049.462 # matmult_blk_offload blk_offload 500 1024,32
    5859.375 203414.215 # matmult_blk_offload blk_offload 500 1024,64
    5859.375 195545.192 # matmult_blk_offload blk_offload 500 1024,128
   23437.500 550257.983 # matmult_blk_offload blk_offload 1000 256,32
   23437.500 863878.724 # matmult_blk_offload blk_offload 1000 256,64
   23437.500 851940.606 # matmult_blk_offload blk_offload 1000 256,128
   23437.500 833799.289 # matmult_blk_offload blk_offload 1000 512,32
   23437.500 858496.931 # matmult_blk_offload blk_offload 1000 512,64
   23437.500 851997.967 # matmult_blk_offload blk_offload 1000 512,128
   23437.500 830143.909 # matmult_blk_offload blk_offload 1000 1024,32
   23437.500 852821.312 # matmult_blk_offload blk_offload 1000 1024,64
   23437.500 856497.892 # matmult_blk_offload blk_offload 1000 1024,128
   93750.000 754060.671 # matmult_blk_offload blk_offload 2000 256,32
   93750.000 1142946.693 # matmult_blk_offload blk_offload 2000 256,64
   93750.000 1455177.787 # matmult_blk_offload blk_offload 2000 256,128
   93750.000 1110949.748 # matmult_blk_offload blk_offload 2000 512,32
   93750.000 1480441.978 # matmult_blk_offload blk_offload 2000 512,64
   93750.000 1457166.736 # matmult_blk_offload blk_offload 2000 512,128
   93750.000 1403797.425 # matmult_blk_offload blk_offload 2000 1024,32
   93750.000 1478806.942 # matmult_blk_offload blk_offload 2000 1024,64
   93750.000 1456481.233 # matmult_blk_offload blk_offload 2000 1024,128
  585937.500 838255.379 # matmult_blk_offload blk_offload 5000 256,32
  585937.500 1460965.373 # matmult_blk_offload blk_offload 5000 256,64
  585937.500 1609623.671 # matmult_blk_offload blk_offload 5000 256,128
  585937.500 1491549.800 # matmult_blk_offload blk_offload 5000 512,32
  585937.500 1533213.030 # matmult_blk_offload blk_offload 5000 512,64
  585937.500 1936136.500 # matmult_blk_offload blk_offload 5000 512,128
  585937.500 1534390.304 # matmult_blk_offload blk_offload 5000 1024,32
  585937.500 1964380.448 # matmult_blk_offload blk_offload 5000 1024,64
  585937.500 2088701.600 # matmult_blk_offload blk_offload 5000 1024,128
