     234.375   6980.317 # matmult_blk_offload blk_offload 100 256,32
     234.375   7048.297 # matmult_blk_offload blk_offload 100 256,64
     234.375   6856.054 # matmult_blk_offload blk_offload 100 256,128
     234.375   6964.436 # matmult_blk_offload blk_offload 100 512,32
     234.375   7046.037 # matmult_blk_offload blk_offload 100 512,64
     234.375   6849.082 # matmult_blk_offload blk_offload 100 512,128
     234.375   6964.207 # matmult_blk_offload blk_offload 100 1024,32
     234.375   7037.746 # matmult_blk_offload blk_offload 100 1024,64
     234.375   6857.223 # matmult_blk_offload blk_offload 100 1024,128
     937.500  17947.285 # matmult_blk_offload blk_offload 200 256,32
     937.500  17319.998 # matmult_blk_offload blk_offload 200 256,64
     937.500  17145.191 # matmult_blk_offload blk_offload 200 256,128
     937.500  18019.296 # matmult_blk_offload blk_offload 200 512,32
     937.500  17357.662 # matmult_blk_offload blk_offload 200 512,64
     937.500  16696.958 # matmult_blk_offload blk_offload 200 512,128
     937.500  17303.286 # matmult_blk_offload blk_offload 200 1024,32
     937.500  16894.726 # matmult_blk_offload blk_offload 200 1024,64
     937.500  16722.005 # matmult_blk_offload blk_offload 200 1024,128
    5859.375 104435.558 # matmult_blk_offload blk_offload 500 256,32
    5859.375 100757.055 # matmult_blk_offload blk_offload 500 256,64
    5859.375  88334.749 # matmult_blk_offload blk_offload 500 256,128
    5859.375 103553.953 # matmult_blk_offload blk_offload 500 512,32
    5859.375  99977.200 # matmult_blk_offload blk_offload 500 512,64
    5859.375  90717.263 # matmult_blk_offload blk_offload 500 512,128
    5859.375 101019.450 # matmult_blk_offload blk_offload 500 1024,32
    5859.375  99679.488 # matmult_blk_offload blk_offload 500 1024,64
    5859.375  90858.391 # matmult_blk_offload blk_offload 500 1024,128
   23437.500 302721.132 # matmult_blk_offload blk_offload 1000 256,32
   23437.500 295857.185 # matmult_blk_offload blk_offload 1000 256,64
   23437.500 297774.471 # matmult_blk_offload blk_offload 1000 256,128
   23437.500 304724.378 # matmult_blk_offload blk_offload 1000 512,32
   23437.500 301933.660 # matmult_blk_offload blk_offload 1000 512,64
   23437.500 297759.098 # matmult_blk_offload blk_offload 1000 512,128
   23437.500 301506.821 # matmult_blk_offload blk_offload 1000 1024,32
   23437.500 303078.732 # matmult_blk_offload blk_offload 1000 1024,64
   23437.500 294118.220 # matmult_blk_offload blk_offload 1000 1024,128
   93750.000 403920.132 # matmult_blk_offload blk_offload 2000 256,32
   93750.000 594434.453 # matmult_blk_offload blk_offload 2000 256,64
   93750.000 779189.247 # matmult_blk_offload blk_offload 2000 256,128
   93750.000 597161.523 # matmult_blk_offload blk_offload 2000 512,32
   93750.000 767414.170 # matmult_blk_offload blk_offload 2000 512,64
   93750.000 785315.620 # matmult_blk_offload blk_offload 2000 512,128
   93750.000 720320.127 # matmult_blk_offload blk_offload 2000 1024,32
   93750.000 765208.514 # matmult_blk_offload blk_offload 2000 1024,64
   93750.000 778957.510 # matmult_blk_offload blk_offload 2000 1024,128
  585937.500 498114.776 # matmult_blk_offload blk_offload 5000 256,32
  585937.500 759097.830 # matmult_blk_offload blk_offload 5000 256,64
  585937.500 899524.383 # matmult_blk_offload blk_offload 5000 256,128
  585937.500 711959.943 # matmult_blk_offload blk_offload 5000 512,32
  585937.500 883971.465 # matmult_blk_offload blk_offload 5000 512,64
  585937.500 1144194.254 # matmult_blk_offload blk_offload 5000 512,128
  585937.500 780049.176 # matmult_blk_offload blk_offload 5000 1024,32
  585937.500 1148032.519 # matmult_blk_offload blk_offload 5000 1024,64
  585937.500 1261345.747 # matmult_blk_offload blk_offload 5000 1024,128
