     234.375  32967.277 # matmult_blk_offload blk_offload 100 256,32
     234.375  32828.795 # matmult_blk_offload blk_offload 100 256,64
     234.375  32875.867 # matmult_blk_offload blk_offload 100 256,128
     234.375  32867.113 # matmult_blk_offload blk_offload 100 512,32
     234.375  32810.446 # matmult_blk_offload blk_offload 100 512,64
     234.375  32847.244 # matmult_blk_offload blk_offload 100 512,128
     234.375  32843.146 # matmult_blk_offload blk_offload 100 1024,32
     234.375  32867.418 # matmult_blk_offload blk_offload 100 1024,64
     234.375  32812.337 # matmult_blk_offload blk_offload 100 1024,128
     937.500 165452.737 # matmult_blk_offload blk_offload 200 256,32
     937.500 162972.624 # matmult_blk_offload blk_offload 200 256,64
     937.500 161660.758 # matmult_blk_offload blk_offload 200 256,128
     937.500 162163.866 # matmult_blk_offload blk_offload 200 512,32
     937.500 162662.430 # matmult_blk_offload blk_offload 200 512,64
     937.500 162252.369 # matmult_blk_offload blk_offload 200 512,128
     937.500 164208.235 # matmult_blk_offload blk_offload 200 1024,32
     937.500 162740.349 # matmult_blk_offload blk_offload 200 1024,64
     937.500 161780.732 # matmult_blk_offload blk_offload 200 1024,128
    5859.375 431571.512 # matmult_blk_offload blk_offload 500 256,32
    5859.375 589473.246 # matmult_blk_offload blk_offload 500 256,64
    5859.375 725642.201 # matmult_blk_offload blk_offload 500 256,128
    5859.375 588012.741 # matmult_blk_offload blk_offload 500 512,32
    5859.375 717830.905 # matmult_blk_offload blk_offload 500 512,64
    5859.375 731175.628 # matmult_blk_offload blk_offload 500 512,128
    5859.375 735364.662 # matmult_blk_offload blk_offload 500 1024,32
    5859.375 729536.605 # matmult_blk_offload blk_offload 500 1024,64
    5859.375 715980.390 # matmult_blk_offload blk_offload 500 1024,128
   23437.500 693506.883 # matmult_blk_offload blk_offload 1000 256,32
   23437.500 979635.524 # matmult_blk_offload blk_offload 1000 256,64
   23437.500 1233396.804 # matmult_blk_offload blk_offload 1000 256,128
   23437.500 993892.608 # matmult_blk_offload blk_offload 1000 512,32
   23437.500 1252914.790 # matmult_blk_offload blk_offload 1000 512,64
   23437.500 1483617.159 # matmult_blk_offload blk_offload 1000 512,128
   23437.500 1252608.154 # matmult_blk_offload blk_offload 1000 1024,32
   23437.500 1441360.441 # matmult_blk_offload blk_offload 1000 1024,64
   23437.500 1482460.033 # matmult_blk_offload blk_offload 1000 1024,128
   93750.000 581216.482 # matmult_blk_offload blk_offload 2000 256,32
   93750.000 1012839.015 # matmult_blk_offload blk_offload 2000 256,64
   93750.000 1595142.177 # matmult_blk_offload blk_offload 2000 256,128
   93750.000 1006073.678 # matmult_blk_offload blk_offload 2000 512,32
   93750.000 1589276.566 # matmult_blk_offload blk_offload 2000 512,64
   93750.000 1626522.390 # matmult_blk_offload blk_offload 2000 512,128
   93750.000 1579839.153 # matmult_blk_offload blk_offload 2000 1024,32
   93750.000 1634892.359 # matmult_blk_offload blk_offload 2000 1024,64
   93750.000 1931233.621 # matmult_blk_offload blk_offload 2000 1024,128
  585937.500 571852.602 # matmult_blk_offload blk_offload 5000 256,32
  585937.500 1097581.892 # matmult_blk_offload blk_offload 5000 256,64
  585937.500 1983880.877 # matmult_blk_offload blk_offload 5000 256,128
  585937.500 1089481.901 # matmult_blk_offload blk_offload 5000 512,32
  585937.500 1963834.581 # matmult_blk_offload blk_offload 5000 512,64
  585937.500 1927765.262 # matmult_blk_offload blk_offload 5000 512,128
  585937.500 1966180.285 # matmult_blk_offload blk_offload 5000 1024,32
  585937.500 1932454.184 # matmult_blk_offload blk_offload 5000 1024,64
  585937.500 2432015.332 # matmult_blk_offload blk_offload 5000 1024,128
