     234.375  44725.167 # matmult_blk_offload blk_offload 100 5000,32
     234.375  44233.688 # matmult_blk_offload blk_offload 100 5000,64
     234.375  44813.002 # matmult_blk_offload blk_offload 100 5000,128
     234.375  44213.257 # matmult_blk_offload blk_offload 100 15000,32
     234.375  44695.938 # matmult_blk_offload blk_offload 100 15000,64
     234.375  44150.772 # matmult_blk_offload blk_offload 100 15000,128
     234.375  44776.650 # matmult_blk_offload blk_offload 100 20000,32
     234.375  44077.229 # matmult_blk_offload blk_offload 100 20000,64
     234.375  42013.964 # matmult_blk_offload blk_offload 100 20000,128
     937.500 264598.771 # matmult_blk_offload blk_offload 200 5000,32
     937.500 260055.357 # matmult_blk_offload blk_offload 200 5000,64
     937.500 259199.037 # matmult_blk_offload blk_offload 200 5000,128
     937.500 263206.705 # matmult_blk_offload blk_offload 200 15000,32
     937.500 263062.357 # matmult_blk_offload blk_offload 200 15000,64
     937.500 246532.006 # matmult_blk_offload blk_offload 200 15000,128
     937.500 260972.332 # matmult_blk_offload blk_offload 200 20000,32
     937.500 251134.396 # matmult_blk_offload blk_offload 200 20000,64
     937.500 235295.909 # matmult_blk_offload blk_offload 200 20000,128
    5859.375 1098955.977 # matmult_blk_offload blk_offload 500 5000,32
    5859.375 1077399.759 # matmult_blk_offload blk_offload 500 5000,64
    5859.375 1049292.702 # matmult_blk_offload blk_offload 500 5000,128
    5859.375 1073001.371 # matmult_blk_offload blk_offload 500 15000,32
    5859.375 1073050.009 # matmult_blk_offload blk_offload 500 15000,64
    5859.375 1046989.499 # matmult_blk_offload blk_offload 500 15000,128
    5859.375 1036938.763 # matmult_blk_offload blk_offload 500 20000,32
    5859.375 1064010.247 # matmult_blk_offload blk_offload 500 20000,64
    5859.375 1036922.177 # matmult_blk_offload blk_offload 500 20000,128
   23437.500 1869761.190 # matmult_blk_offload blk_offload 1000 5000,32
   23437.500 1860146.968 # matmult_blk_offload blk_offload 1000 5000,64
   23437.500 1861327.032 # matmult_blk_offload blk_offload 1000 5000,128
   23437.500 1854002.219 # matmult_blk_offload blk_offload 1000 15000,32
   23437.500 1859473.058 # matmult_blk_offload blk_offload 1000 15000,64
   23437.500 1861705.753 # matmult_blk_offload blk_offload 1000 15000,128
   23437.500 1854529.959 # matmult_blk_offload blk_offload 1000 20000,32
   23437.500 1858430.549 # matmult_blk_offload blk_offload 1000 20000,64
   23437.500 1861616.398 # matmult_blk_offload blk_offload 1000 20000,128
   93750.000 2511171.174 # matmult_blk_offload blk_offload 2000 5000,32
   93750.000 2504614.422 # matmult_blk_offload blk_offload 2000 5000,64
   93750.000 2586863.208 # matmult_blk_offload blk_offload 2000 5000,128
   93750.000 2604710.982 # matmult_blk_offload blk_offload 2000 15000,32
   93750.000 2601599.016 # matmult_blk_offload blk_offload 2000 15000,64
   93750.000 2590697.607 # matmult_blk_offload blk_offload 2000 15000,128
   93750.000 2609757.846 # matmult_blk_offload blk_offload 2000 20000,32
   93750.000 2608334.758 # matmult_blk_offload blk_offload 2000 20000,64
   93750.000 2596319.767 # matmult_blk_offload blk_offload 2000 20000,128
  585937.500 3023118.697 # matmult_blk_offload blk_offload 5000 5000,32
  585937.500 3078974.371 # matmult_blk_offload blk_offload 5000 5000,64
  585937.500 3277837.204 # matmult_blk_offload blk_offload 5000 5000,128
  585937.500 3089934.190 # matmult_blk_offload blk_offload 5000 15000,32
  585937.500 3233446.760 # matmult_blk_offload blk_offload 5000 15000,64
  585937.500 3280170.337 # matmult_blk_offload blk_offload 5000 15000,128
  585937.500 3296312.288 # matmult_blk_offload blk_offload 5000 20000,32
  585937.500 3295083.839 # matmult_blk_offload blk_offload 5000 20000,64
  585937.500 3279818.560 # matmult_blk_offload blk_offload 5000 20000,128
