     234.375  25607.315 # matmult_blk_offload blk_offload 100 5000,32
     234.375  25345.872 # matmult_blk_offload blk_offload 100 5000,64
     234.375  25605.734 # matmult_blk_offload blk_offload 100 5000,128
     234.375  25627.708 # matmult_blk_offload blk_offload 100 15000,32
     234.375  25157.097 # matmult_blk_offload blk_offload 100 15000,64
     234.375  25730.766 # matmult_blk_offload blk_offload 100 15000,128
     234.375  25624.110 # matmult_blk_offload blk_offload 100 20000,32
     234.375  25349.897 # matmult_blk_offload blk_offload 100 20000,64
     234.375  25744.228 # matmult_blk_offload blk_offload 100 20000,128
     937.500 142873.516 # matmult_blk_offload blk_offload 200 5000,32
     937.500 139635.278 # matmult_blk_offload blk_offload 200 5000,64
     937.500 146116.887 # matmult_blk_offload blk_offload 200 5000,128
     937.500 141974.404 # matmult_blk_offload blk_offload 200 15000,32
     937.500 139662.084 # matmult_blk_offload blk_offload 200 15000,64
     937.500 145666.996 # matmult_blk_offload blk_offload 200 15000,128
     937.500 142150.964 # matmult_blk_offload blk_offload 200 20000,32
     937.500 139111.274 # matmult_blk_offload blk_offload 200 20000,64
     937.500 146007.837 # matmult_blk_offload blk_offload 200 20000,128
    5859.375 709988.132 # matmult_blk_offload blk_offload 500 5000,32
    5859.375 710618.781 # matmult_blk_offload blk_offload 500 5000,64
    5859.375 701803.823 # matmult_blk_offload blk_offload 500 5000,128
    5859.375 715199.663 # matmult_blk_offload blk_offload 500 15000,32
    5859.375 714478.531 # matmult_blk_offload blk_offload 500 15000,64
    5859.375 702594.965 # matmult_blk_offload blk_offload 500 15000,128
    5859.375 714133.301 # matmult_blk_offload blk_offload 500 20000,32
    5859.375 714602.817 # matmult_blk_offload blk_offload 500 20000,64
    5859.375 701760.082 # matmult_blk_offload blk_offload 500 20000,128
   23437.500 1434618.288 # matmult_blk_offload blk_offload 1000 5000,32
   23437.500 1424993.626 # matmult_blk_offload blk_offload 1000 5000,64
   23437.500 1421738.804 # matmult_blk_offload blk_offload 1000 5000,128
   23437.500 1434582.453 # matmult_blk_offload blk_offload 1000 15000,32
   23437.500 1426509.201 # matmult_blk_offload blk_offload 1000 15000,64
   23437.500 1421131.463 # matmult_blk_offload blk_offload 1000 15000,128
   23437.500 1435603.220 # matmult_blk_offload blk_offload 1000 20000,32
   23437.500 1427058.867 # matmult_blk_offload blk_offload 1000 20000,64
   23437.500 1421059.946 # matmult_blk_offload blk_offload 1000 20000,128
   93750.000 2564856.136 # matmult_blk_offload blk_offload 2000 5000,32
   93750.000 2401519.595 # matmult_blk_offload blk_offload 2000 5000,64
   93750.000 2416237.418 # matmult_blk_offload blk_offload 2000 5000,128
   93750.000 2401645.889 # matmult_blk_offload blk_offload 2000 15000,32
   93750.000 2404371.506 # matmult_blk_offload blk_offload 2000 15000,64
   93750.000 2415609.421 # matmult_blk_offload blk_offload 2000 15000,128
   93750.000 2397218.310 # matmult_blk_offload blk_offload 2000 20000,32
   93750.000 2403739.536 # matmult_blk_offload blk_offload 2000 20000,64
   93750.000 2414999.267 # matmult_blk_offload blk_offload 2000 20000,128
  585937.500 2966510.903 # matmult_blk_offload blk_offload 5000 5000,32
  585937.500 3047858.137 # matmult_blk_offload blk_offload 5000 5000,64
  585937.500 3213723.333 # matmult_blk_offload blk_offload 5000 5000,128
  585937.500 3043752.220 # matmult_blk_offload blk_offload 5000 15000,32
  585937.500 3202959.061 # matmult_blk_offload blk_offload 5000 15000,64
  585937.500 3170075.881 # matmult_blk_offload blk_offload 5000 15000,128
  585937.500 3219212.379 # matmult_blk_offload blk_offload 5000 20000,32
  585937.500 3221332.134 # matmult_blk_offload blk_offload 5000 20000,64
  585937.500 3170720.223 # matmult_blk_offload blk_offload 5000 20000,128
