     234.375  28913.149 # matmult_blk_offload blk_offload 100 256,32
     234.375  28693.664 # matmult_blk_offload blk_offload 100 256,64
     234.375  28694.139 # matmult_blk_offload blk_offload 100 256,128
     234.375  28779.054 # matmult_blk_offload blk_offload 100 512,32
     234.375  28832.204 # matmult_blk_offload blk_offload 100 512,64
     234.375  28552.028 # matmult_blk_offload blk_offload 100 512,128
     234.375  28736.445 # matmult_blk_offload blk_offload 100 1024,32
     234.375  29035.921 # matmult_blk_offload blk_offload 100 1024,64
     234.375  28579.199 # matmult_blk_offload blk_offload 100 1024,128
     937.500 104006.050 # matmult_blk_offload blk_offload 200 256,32
     937.500 157055.678 # matmult_blk_offload blk_offload 200 256,64
     937.500 157260.847 # matmult_blk_offload blk_offload 200 256,128
     937.500 158342.542 # matmult_blk_offload blk_offload 200 512,32
     937.500 157743.098 # matmult_blk_offload blk_offload 200 512,64
     937.500 154912.833 # matmult_blk_offload blk_offload 200 512,128
     937.500 158391.913 # matmult_blk_offload blk_offload 200 1024,32
     937.500 158430.777 # matmult_blk_offload blk_offload 200 1024,64
     937.500 157411.699 # matmult_blk_offload blk_offload 200 1024,128
    5859.375 569715.409 # matmult_blk_offload blk_offload 500 256,32
    5859.375 791770.478 # matmult_blk_offload blk_offload 500 256,64
    5859.375 792265.424 # matmult_blk_offload blk_offload 500 256,128
    5859.375 793774.026 # matmult_blk_offload blk_offload 500 512,32
    5859.375 793197.872 # matmult_blk_offload blk_offload 500 512,64
    5859.375 791938.718 # matmult_blk_offload blk_offload 500 512,128
    5859.375 789483.643 # matmult_blk_offload blk_offload 500 1024,32
    5859.375 792374.632 # matmult_blk_offload blk_offload 500 1024,64
    5859.375 792347.958 # matmult_blk_offload blk_offload 500 1024,128
   23437.500 853808.136 # matmult_blk_offload blk_offload 1000 256,32
   23437.500 1194104.981 # matmult_blk_offload blk_offload 1000 256,64
   23437.500 1613324.639 # matmult_blk_offload blk_offload 1000 256,128
   23437.500 1207325.221 # matmult_blk_offload blk_offload 1000 512,32
   23437.500 1651898.603 # matmult_blk_offload blk_offload 1000 512,64
   23437.500 1819097.968 # matmult_blk_offload blk_offload 1000 512,128
   23437.500 1651276.051 # matmult_blk_offload blk_offload 1000 1024,32
   23437.500 1839408.234 # matmult_blk_offload blk_offload 1000 1024,64
   23437.500 1816880.230 # matmult_blk_offload blk_offload 1000 1024,128
   93750.000 656989.070 # matmult_blk_offload blk_offload 2000 256,32
   93750.000 1210556.850 # matmult_blk_offload blk_offload 2000 256,64
   93750.000 1942143.307 # matmult_blk_offload blk_offload 2000 256,128
   93750.000 1207478.084 # matmult_blk_offload blk_offload 2000 512,32
   93750.000 1667776.660 # matmult_blk_offload blk_offload 2000 512,64
   93750.000 1770641.195 # matmult_blk_offload blk_offload 2000 512,128
   93750.000 1671479.069 # matmult_blk_offload blk_offload 2000 1024,32
   93750.000 1769362.554 # matmult_blk_offload blk_offload 2000 1024,64
   93750.000 2184143.146 # matmult_blk_offload blk_offload 2000 1024,128
  585937.500 662918.493 # matmult_blk_offload blk_offload 5000 256,32
  585937.500 1263896.488 # matmult_blk_offload blk_offload 5000 256,64
  585937.500 2254220.599 # matmult_blk_offload blk_offload 5000 256,128
  585937.500 1252140.712 # matmult_blk_offload blk_offload 5000 512,32
  585937.500 2255807.881 # matmult_blk_offload blk_offload 5000 512,64
  585937.500 2153930.427 # matmult_blk_offload blk_offload 5000 512,128
  585937.500 2240828.917 # matmult_blk_offload blk_offload 5000 1024,32
  585937.500 2158764.038 # matmult_blk_offload blk_offload 5000 1024,64
  585937.500 2626642.633 # matmult_blk_offload blk_offload 5000 1024,128
