     234.375  28611.960 # matmult_blk_offload blk_offload 100 256,32
     234.375  28706.436 # matmult_blk_offload blk_offload 100 256,64
     234.375  28584.389 # matmult_blk_offload blk_offload 100 256,128
     234.375  28691.626 # matmult_blk_offload blk_offload 100 512,32
     234.375  28602.808 # matmult_blk_offload blk_offload 100 512,64
     234.375  28585.980 # matmult_blk_offload blk_offload 100 512,128
     234.375  28669.750 # matmult_blk_offload blk_offload 100 1024,32
     234.375  28897.411 # matmult_blk_offload blk_offload 100 1024,64
     234.375  28774.262 # matmult_blk_offload blk_offload 100 1024,128
     937.500 134900.382 # matmult_blk_offload blk_offload 200 256,32
     937.500 132410.042 # matmult_blk_offload blk_offload 200 256,64
     937.500 127378.610 # matmult_blk_offload blk_offload 200 256,128
     937.500  91756.754 # matmult_blk_offload blk_offload 200 512,32
     937.500  92051.153 # matmult_blk_offload blk_offload 200 512,64
     937.500  91483.695 # matmult_blk_offload blk_offload 200 512,128
     937.500  91480.528 # matmult_blk_offload blk_offload 200 1024,32
     937.500  91631.781 # matmult_blk_offload blk_offload 200 1024,64
     937.500  91199.236 # matmult_blk_offload blk_offload 200 1024,128
    5859.375 570919.278 # matmult_blk_offload blk_offload 500 256,32
    5859.375 566665.696 # matmult_blk_offload blk_offload 500 256,64
    5859.375 548773.124 # matmult_blk_offload blk_offload 500 256,128
    5859.375 574571.446 # matmult_blk_offload blk_offload 500 512,32
    5859.375 570893.044 # matmult_blk_offload blk_offload 500 512,64
    5859.375 550930.921 # matmult_blk_offload blk_offload 500 512,128
    5859.375 571709.762 # matmult_blk_offload blk_offload 500 1024,32
    5859.375 568684.027 # matmult_blk_offload blk_offload 500 1024,64
    5859.375 546887.835 # matmult_blk_offload blk_offload 500 1024,128
   23437.500 995139.567 # matmult_blk_offload blk_offload 1000 256,32
   23437.500 1125620.239 # matmult_blk_offload blk_offload 1000 256,64
   23437.500 1350469.957 # matmult_blk_offload blk_offload 1000 256,128
   23437.500 1129568.494 # matmult_blk_offload blk_offload 1000 512,32
   23437.500 1797930.997 # matmult_blk_offload blk_offload 1000 512,64
   23437.500 1731235.145 # matmult_blk_offload blk_offload 1000 512,128
   23437.500 1796234.279 # matmult_blk_offload blk_offload 1000 1024,32
   23437.500 1792795.407 # matmult_blk_offload blk_offload 1000 1024,64
   23437.500 1730156.836 # matmult_blk_offload blk_offload 1000 1024,128
   93750.000 1288508.781 # matmult_blk_offload blk_offload 2000 256,32
   93750.000 2244555.859 # matmult_blk_offload blk_offload 2000 256,64
   93750.000 2393134.943 # matmult_blk_offload blk_offload 2000 256,128
   93750.000 2198569.890 # matmult_blk_offload blk_offload 2000 512,32
   93750.000 2417650.327 # matmult_blk_offload blk_offload 2000 512,64
   93750.000 2855619.571 # matmult_blk_offload blk_offload 2000 512,128
   93750.000 2422691.774 # matmult_blk_offload blk_offload 2000 1024,32
   93750.000 2896929.848 # matmult_blk_offload blk_offload 2000 1024,64
   93750.000 2861961.199 # matmult_blk_offload blk_offload 2000 1024,128
  585937.500 1441738.323 # matmult_blk_offload blk_offload 5000 256,32
  585937.500 2433505.171 # matmult_blk_offload blk_offload 5000 256,64
  585937.500 2518307.980 # matmult_blk_offload blk_offload 5000 256,128
  585937.500 2505606.775 # matmult_blk_offload blk_offload 5000 512,32
  585937.500 2581828.912 # matmult_blk_offload blk_offload 5000 512,64
  585937.500 3200762.513 # matmult_blk_offload blk_offload 5000 512,128
  585937.500 2585374.598 # matmult_blk_offload blk_offload 5000 1024,32
  585937.500 3237579.471 # matmult_blk_offload blk_offload 5000 1024,64
  585937.500 3676528.083 # matmult_blk_offload blk_offload 5000 1024,128
