j, 1.209696, 0.000088, 0.014118, 1920000, 30, 1.690, 0.016
j, 1.391268, 0.000420, 0.043274, 15360000, 30, 1.874, 0.038
j, 1.245683, 0.000755, 0.051694, 30000000, 30, 1.742, 0.055
j, 1.219714, 0.002348, 0.129346, 101250000, 30, 1.804, 0.135
j, 1.186212, 0.004971, 0.276523, 240000000, 30, 1.917, 0.288
j, 1.758760, 0.016079, 0.866727, 810000000, 30, 3.448, 0.881
j, 2.554418, 0.038681, 2.054867, 1920000000, 30, 6.026, 2.073
j, 8.483664, 0.230233, 13.356318, 12656250000, 30, 25.874, 13.590
